uni_name
"The Graduate School, Catholic University Of Pusan"
Graduate School Of Life Sciences
"Busan University Of Foreign Studies, Graduate School"
"Busan University Of Foreign Studies, Graduate School Of Education Busan University Of Foreign Studies"
"Busan University Of Foreign Studies, Graduate School Of Interpretation And Translation"
"Busan University Of Foreign Studies, Graduate School Of Tesol"
"Busan University Of Foreign Studies, Graduate School Of International Commerce & Business"
The School Of Graduate Studies Sahmyook University
The Graduate School Of Business Administration Sahmyook University
The Graduate School Of Theology Sahmyook University
The Graduate School Of Health Science & Sociel Welfare Sahmyook University
"The Graduate School, Sangmyung University (Seoul)"
"The Graduate School Of Business Administration, Sangmyung University (Seoul)"
